Ci ACF,Ti ACF,Tci ACF,C ACF,T ACF,Tc ACF,Qc ACF,Class,Domain,Parameter Noise,Reaction Order
2.9815568325059667,2.9866333526515287,22.23655214181033,13.053668519528188,16.637678722600644,3.280145881430049,11.52398526803959,0.0,0.0,0.0,1.0
2.67688635693162,3.1458854891892227,22.196350933618813,12.999202016288166,16.825035804435302,3.209120018588402,11.591235835649709,0.0,0.0,0.0,1.0
2.94971398559595,2.957827697435816,22.332980031478613,12.774222187696747,17.616249530590387,3.124003548040469,11.451494704108672,0.0,0.0,0.0,1.0
3.387489116412399,2.9549658629290065,23.951770307635332,16.170094497965884,17.00804566133672,3.090645720971995,14.989932277265154,0.0,0.0,0.0,1.0
3.322594377963215,3.4627768020915988,24.50400501650224,15.863223704051126,18.749099755665462,3.6822476100716175,14.641123880144008,0.0,0.0,0.0,1.0
2.543997974999391,3.3716903600912573,20.588529064502534,9.9194570159867,17.196577549068447,3.3507774483892834,8.343512795736908,0.0,0.0,0.0,1.0
2.6314155822615404,3.3789825691663564,22.640324012720004,13.398380652340881,17.821137358431702,2.7297357617586795,11.826707357736232,0.0,0.0,0.0,1.0
3.126203919300098,3.0489847971524813,16.907303997832035,5.635923169184194,17.089329065028974,3.034879365210988,5.575349697033342,0.0,0.0,0.0,1.0
2.8190389754873157,3.111994298651695,22.36784310312319,13.143078111436722,17.014911971203734,3.1901744376296577,11.694895095056177,0.0,0.0,0.0,1.0
3.198927126609091,2.900493403263987,20.907983723143342,11.181823638236354,16.443348630836706,2.7402130670774647,9.801947191937888,0.0,0.0,0.0,1.0
2.8287456228647696,2.99719589307464,21.910722945624833,12.230172371383299,17.85842861603773,3.3671791466936303,10.562909115624194,0.0,0.0,0.0,1.0
3.142155682838895,3.1033944778640703,23.90478829338704,15.105558481484332,18.258793514999372,2.7967438963153852,13.847877359845853,0.0,0.0,0.0,1.0
3.4533738514795966,3.457808384758462,22.731355534137187,12.773249168571926,18.0356900366771,3.170129655413308,11.10032827112996,0.0,0.0,0.0,1.0
